building_type,central_ac_yn,sq_ft_first_floor,sq_ft_second_floor,bathrooms,bedrooms,year_sold,sale_price
OneFam,Y,698,1048,2,3,2007,198444
OneFam,Y,744,630,2,3,2009,167000
OneFam,Y,754,640,2,3,2008,167500
OneFam,Y,1721,0,1,4,2007,174850
OneFam,Y,949,272,1,4,2006,104900
OneFam,Y,1795,0,2,3,2008,230000
OneFam,Y,720,588,1,3,2008,146900
Duplex,Y,1625,0,2,4,2008,140500
OneFam,Y,980,0,1,3,2009,110000
OneFam,Y,1630,0,2,3,2009,213000
OneFam,Y,926,0,1,2,2009,156450
OneFam,Y,1054,0,1,3,2008,151000
OneFam,Y,984,0,1,2,2008,110000
OneFam,Y,990,0,1,3,2008,155000
OneFam,Y,1445,0,2,3,2008,186500
OneFam,Y,1442,0,1,4,2007,157900
OneFam,Y,980,0,2,3,2006,135500
OneFam,Y,960,0,1,3,2006,125000
OneFam,Y,1108,989,2,3,2006,274300
OneFam,Y,990,0,1,3,2009,143000
OneFam,Y,950,0,1,3,2007,119500
OneFam,Y,1051,0,1,3,2006,124400
OneFam,Y,1395,0,1,2,2010,192000
OneFam,Y,798,813,1,4,2008,167900
OneFam,Y,1020,831,2,3,2007,187000
OneFam,Y,894,0,1,3,2008,130000
OneFam,Y,680,790,2,3,2009,185000
OneFam,Y,960,0,1,2,2009,122000
OneFam,Y,922,0,1,2,2007,116000
OneFam,Y,1093,1721,2,4,2008,260000
OneFam,N,687,425,2,4,2009,63000
OneFam,Y,976,976,1,4,2007,212300
OneFam,Y,821,955,2,3,2006,202000
OneFam,Y,1085,649,1,3,2006,159000
OneFam,N,1077,0,1,3,2006,91000
OneFam,Y,1328,0,1,3,2010,143000
OneFam,Y,1342,0,2,3,2009,161500
OneFam,N,1012,0,1,2,2010,67500
OneFam,Y,894,0,1,3,2006,149900
OneFam,Y,1341,520,3,3,2008,257000
OneFam,Y,744,700,2,3,2010,174000
OneFam,Y,712,730,2,3,2008,172500
OneFam,Y,1214,0,2,2,2010,179781
OneFam,Y,866,902,2,3,2008,226700
OneFam,Y,1573,0,2,3,2009,227000
OneFam,Y,900,0,1,3,2010,122000
OneFam,Y,1567,0,2,2,2009,196000
Duplex,N,1664,0,2,4,2010,100000
OneFam,Y,1092,0,1,3,2008,123000
OneFam,Y,936,0,1,2,2007,118500
OneFam,Y,1142,878,2,3,2009,239500
OneFam,Y,1287,0,1,3,2010,162000
OneFam,N,1133,0,1,3,2008,143000
OneFam,Y,894,772,1,3,2010,100000
OneFam,Y,1375,862,2,3,2009,204000
OneFam,Y,1440,0,2,2,2008,185000
Duplex,Y,1224,0,2,2,2007,101800
OneFam,Y,990,1611,3,4,2008,189000
OneFam,Y,1689,0,2,3,2007,248328
OneFam,Y,1689,0,1,3,2009,127500
OneFam,Y,1007,1007,2,5,2006,169000
OneFam,Y,874,0,1,3,2009,130000
OneFam,Y,914,728,1,4,2007,145000
OneFam,Y,1118,0,1,3,2008,171000
OneFam,Y,936,0,1,2,2006,121000
OneFam,Y,1803,0,2,3,2010,285000
OneFam,Y,1209,0,1,3,2010,159000
OneFam,Y,1372,1274,2,4,2009,260000
OneFam,Y,1691,0,1,2,2009,175000
OneFam,Y,764,700,2,3,2009,129000
OneFam,Y,944,545,2,3,2009,139500
OneFam,Y,1098,880,2,4,2008,176000
OneFam,Y,1114,0,1,3,2008,140000
OneFam,Y,1178,1032,2,5,2007,117500
OneFam,N,810,518,1,3,2006,107000
OneFam,Y,1369,0,2,3,2007,213133
OneFam,Y,1063,0,1,3,2010,128000
OneFam,Y,1127,886,2,3,2007,269790
OneFam,Y,971,0,1,3,2006,128500
OneFam,Y,1614,0,2,3,2007,245700
OneFam,Y,1083,0,1,2,2006,172000
OneFam,Y,1272,672,2,3,2009,179900
OneFam,Y,1478,0,2,3,2007,210000
OneFam,Y,878,884,2,3,2006,222000
OneFam,Y,1486,0,1,3,2009,167000
OneFam,Y,1256,0,1,3,2008,147500
OneFam,Y,1062,887,2,3,2010,236000
OneFam,Y,1626,0,2,3,2008,226500
OneFam,Y,1625,466,2,3,2006,338500
OneFam,Y,988,0,1,3,2007,128500
OneFam,Y,1217,0,2,3,2009,173000
OneFam,Y,1214,1306,2,4,2007,290000
OneFam,Y,1528,0,3,3,2007,235876
OneFam,Y,1282,1414,2,4,2007,383970
OneFam,Y,1466,1362,3,4,2007,424870
OneFam,Y,774,656,2,3,2007,170000
OneFam,Y,926,678,2,3,2010,195500
OneFam,Y,1073,0,1,3,2008,120000
OneFam,Y,1795,0,2,2,2007,147000
OneFam,Y,1689,0,2,3,2008,228500
OneFam,Y,1620,0,2,3,2009,150000
OneFam,Y,763,892,2,3,2010,175900
OneFam,Y,1116,0,1,3,2010,160000
OneFam,Y,1144,0,1,3,2009,131400
OneFam,Y,1178,0,1,3,2008,157000
OneFam,Y,1588,0,2,3,2007,227000
OneFam,Y,1220,870,2,3,2007,240000
OneFam,Y,1392,0,2,3,2007,215000
OneFam,Y,1103,0,2,3,2006,155000
OneFam,Y,1370,0,1,3,2006,148000
OneFam,Y,1516,0,1,3,2009,167000
OneFam,Y,1156,866,2,4,2008,192000
OneFam,Y,1053,0,1,3,2008,145500
OneFam,Y,1108,1089,2,4,2008,287500
OneFam,Y,1389,0,1,2,2006,170000
OneFam,Y,1236,0,1,2,2006,134450
OneFam,Y,1181,0,2,3,2008,137500
OneFam,Y,1358,1368,2,4,2006,350000
OneFam,N,904,0,0,1,2009,61000
OneFam,Y,646,662,2,3,2007,175000
OneFam,Y,1164,896,2,4,2007,211000
OneFam,Y,1580,0,1,3,2010,159500
OneFam,Y,1460,0,2,3,2008,247000
OneFam,Y,927,988,2,3,2006,220000
OneFam,Y,740,125,1,2,2007,108500
OneFam,Y,1196,0,1,3,2010,144000
OneFam,Y,1280,0,2,3,2007,175000
OneFam,Y,1216,0,1,3,2007,129500
OneFam,Y,1200,0,2,2,2009,184900
OneFam,Y,1694,0,2,3,2007,307000
OneFam,Y,1552,0,2,3,2006,212900
OneFam,Y,1035,616,2,4,2007,172000
OneFam,Y,835,861,2,3,2008,188000
OneFam,Y,1430,0,2,3,2010,173500
OneFam,Y,1203,1323,2,4,2006,290000
OneFam,N,869,0,1,1,2008,89900
Duplex,Y,1302,432,2,4,2009,126000
OneFam,Y,846,748,2,3,2009,195500
OneFam,Y,1040,1012,2,3,2009,251000
OneFam,Y,1279,0,2,3,2008,171500
Duplex,Y,1838,0,2,2,2008,185000
OneFam,Y,1702,0,2,3,2009,275500
OneFam,N,801,646,1,3,2009,103000
OneFam,Y,735,299,1,2,2007,109000
OneFam,Y,1116,0,2,3,2009,167900
OneFam,Y,1350,0,2,3,2009,165000
OneFam,Y,1680,0,2,3,2009,213250
OneFam,Y,1074,0,1,3,2006,153500
OneFam,Y,832,832,2,4,2006,162900
OneFam,Y,1309,0,1,3,2006,181000
OneFam,Y,1334,0,2,3,2006,164500
OneFam,Y,885,833,2,3,2009,185000
OneFam,Y,1512,0,2,3,2009,203000
OneFam,Y,956,1128,2,4,2010,233000
OneFam,Y,1380,0,1,3,2009,154000
OneFam,Y,924,770,2,3,2007,160000
OneFam,Y,912,0,1,2,2007,114500
OneFam,Y,1048,0,1,3,2007,135000
OneFam,Y,1124,0,1,3,2006,153000
OneFam,Y,1940,0,2,3,2010,395192
OneFam,Y,992,473,2,3,2006,131000
OneFam,Y,1575,0,1,2,2006,155000
OneFam,Y,1535,0,2,3,2010,214000
OneFam,Y,874,0,1,3,2006,126500
OneFam,Y,1425,0,2,3,2008,180500
OneFam,Y,1341,0,1,2,2010,171500
OneFam,Y,945,663,2,3,2009,189500
OneFam,Y,1044,0,1,3,2008,139000
OneFam,Y,1660,0,2,3,2006,290000
OneFam,Y,1146,0,1,3,2006,165000
OneFam,Y,1061,862,2,3,2010,190000
OneFam,Y,1222,698,3,4,2006,170000
OneFam,Y,1362,0,1,3,2008,163000
OneFam,Y,1086,0,1,3,2010,144900
OneFam,Y,1434,0,2,4,2009,157000
OneFam,Y,1602,0,2,3,2009,293200
OneFam,N,572,0,1,2,2009,75000
OneFam,Y,672,0,1,2,2008,108000
OneFam,Y,904,0,1,3,2008,144000
OneFam,Y,1509,0,2,3,2008,175000
OneFam,Y,999,0,1,3,2006,134500
OneFam,Y,1658,0,2,3,2009,257500
OneFam,N,944,0,1,2,2009,82000
OneFam,Y,1563,0,2,3,2008,245000
OneFam,Y,874,887,3,3,2007,227875
OneFam,Y,1277,1067,2,3,2009,265000
OneFam,Y,948,0,1,3,2007,111000
OneFam,Y,1630,0,2,3,2009,295493
OneFam,Y,1078,0,1,3,2009,125000
OneFam,Y,1651,0,2,3,2007,246500
OneFam,Y,1305,1189,2,4,2006,321000
OneFam,Y,768,768,2,3,2007,176000
OneFam,Y,783,701,2,3,2007,178900
OneFam,Y,1316,0,2,3,2006,169990
OneFam,Y,728,728,2,3,2006,170440
OneFam,Y,738,754,2,3,2006,169985
OneFam,Y,1686,0,2,3,2006,207500
OneFam,Y,1038,1060,2,3,2006,275500
OneFam,Y,960,0,0,0,2006,145000
Duplex,Y,936,936,2,4,2008,100000
OneFam,Y,962,830,2,3,2008,186500
OneFam,Y,1588,0,2,3,2006,214000
OneFam,Y,992,0,1,3,2008,145000
OneFam,Y,768,768,1,4,2008,136000
OneFam,Y,838,0,1,2,2008,130000
OneFam,Y,698,702,2,3,2009,162000
OneFam,Y,845,436,2,1,2007,128500
OneFam,Y,1073,0,1,3,2007,156000
OneFam,Y,936,0,1,2,2008,111900
OneFam,Y,902,808,2,3,2010,140000
OneFam,Y,1088,780,2,4,2009,197500
Duplex,N,972,972,2,4,2009,103500
OneFam,Y,992,873,2,3,2008,235000
OneFam,Y,880,428,2,2,2008,120000
OneFam,Y,759,0,1,1,2008,85000
OneFam,Y,756,713,1,3,2008,135000
OneFam,Y,1138,1042,1,3,2007,161000
OneFam,Y,866,504,2,3,2007,50000
OneFam,Y,834,596,2,3,2006,107000
OneFam,Y,1254,0,2,2,2009,221800
OneFam,Y,1240,0,2,3,2007,174000
OneFam,Y,1501,0,2,3,2009,204000
OneFam,Y,1721,0,2,3,2006,180000
OneFam,N,909,863,2,3,2007,184900
OneFam,Y,1214,0,2,3,2007,143000
OneFam,Y,969,0,1,3,2007,122000
OneFam,Y,1442,0,2,3,2007,179900
OneFam,Y,806,766,2,3,2007,168000
OneFam,Y,934,0,1,2,2006,132000
OneFam,Y,1743,0,2,3,2009,335000
OneFam,Y,1488,0,1,3,2006,167000
OneFam,Y,1553,1177,2,4,2007,301000
OneFam,Y,1107,983,2,3,2009,200000
OneFam,Y,1282,0,2,3,2006,174000
OneFam,Y,2000,0,2,3,2007,305900
OneFam,Y,1978,0,2,3,2010,318000
OneFam,Y,1032,0,2,3,2007,148000
OneFam,Y,1370,0,2,3,2009,152000
OneFam,Y,1271,1369,2,5,2009,256900
OneFam,Y,1200,0,1,3,2009,144000
OneFam,Y,866,913,2,3,2009,197900
OneFam,Y,1277,767,2,3,2008,185000
OneFam,Y,1444,0,2,2,2008,159900
OneFam,Y,1682,0,2,3,2008,174000
OneFam,Y,1290,871,2,3,2008,230500
OneFam,Y,1353,0,2,2,2007,192350
OneFam,Y,1872,0,2,3,2006,241500
OneFam,Y,1012,778,1,4,2006,165150
OneFam,Y,1226,0,2,3,2010,198900
OneFam,Y,808,704,2,3,2009,135000
OneFam,Y,1313,0,2,3,2009,142900
OneFam,Y,713,0,1,2,2006,99800
OneFam,Y,694,520,1,3,2006,105000
OneFam,Y,725,863,3,3,2007,212109
OneFam,Y,1212,0,2,3,2010,186000
OneFam,Y,980,734,2,3,2010,196500
OneFam,Y,1104,0,1,3,2008,133000
OneFam,Y,624,663,1,3,2009,130000
OneFam,Y,1005,0,1,2,2009,115000
OneFam,Y,2113,0,2,2,2008,350000
OneFam,Y,1468,0,2,2,2010,271500
OneFam,Y,682,548,1,2,2009,110000
OneFam,Y,958,581,2,3,2008,157500
OneFam,Y,1584,1208,2,5,2008,256000
OneFam,Y,1584,0,2,2,2007,261329
OneFam,Y,970,0,1,3,2006,132000
OneFam,Y,887,0,1,3,2007,124500
OneFam,Y,1378,741,2,3,2009,158000
OneFam,Y,1225,908,1,4,2010,257500
OneFam,Y,1094,0,1,3,2008,155000
OneFam,Y,1105,0,1,3,2009,135000
OneFam,Y,1829,0,2,4,2010,218500
OneFam,Y,784,848,1,4,2009,173000
OneFam,Y,901,900,2,3,2006,239900
OneFam,Y,1102,0,1,2,2006,169000
OneFam,Y,1694,0,2,3,2010,245350
OneFam,Y,624,650,1,3,2010,136000
OneFam,Y,1098,866,2,4,2008,205000
OneFam,Y,1166,0,1,3,2008,115000
OneFam,Y,2140,0,2,3,2007,360000
OneFam,Y,1138,0,1,3,2007,145000
OneFam,Y,1168,678,2,3,2007,143000
OneFam,Y,864,0,1,3,2010,115000
OneFam,Y,864,0,1,2,2009,97000
OneFam,Y,1292,0,1,3,2009,145100
OneFam,Y,576,533,1,3,2007,139000
OneFam,Y,988,638,1,3,2007,154000
OneFam,Y,1057,0,1,3,2006,137000
Duplex,Y,1004,0,1,2,2006,135000
OneFam,Y,981,0,1,3,2007,143250
OneFam,Y,1091,984,2,3,2007,255000
OneFam,Y,945,912,2,4,2006,188900
OneFam,Y,1109,766,3,3,2006,184500
OneFam,Y,1721,0,2,3,2008,145000
OneFam,Y,1024,0,1,2,2006,157500
OneFam,Y,1302,735,2,3,2008,229000
OneFam,Y,1325,1093,2,3,2008,341000
OneFam,Y,864,615,2,5,2010,161000
Duplex,Y,1152,0,2,2,2009,159900
OneFam,Y,1700,0,1,4,2010,165500
OneFam,Y,1671,1407,2,4,2007,410000
OneFam,Y,868,602,1,2,2010,140750
OneFam,Y,1079,800,2,3,2009,239900
OneFam,Y,1610,551,1,3,2007,325624
OneFam,Y,1090,1124,2,3,2006,268500
OneFam,Y,1549,1178,2,3,2007,315000
OneFam,Y,1453,0,2,3,2009,187500
OneFam,Y,1082,871,2,3,2009,252000
OneFam,Y,1170,1162,2,4,2008,316000
OneFam,Y,900,602,1,3,2007,165000
OneFam,Y,1720,0,2,3,2010,260400
OneFam,N,789,0,1,2,2007,96500
OneFam,Y,1131,644,2,3,2010,136300
OneFam,Y,1610,0,2,3,2010,205000
OneFam,Y,909,886,2,3,2009,270000
OneFam,Y,1534,0,2,3,2007,215000
OneFam,Y,628,728,2,3,2008,177439
Duplex,Y,1728,0,2,6,2007,119000
OneFam,Y,1173,0,2,3,2010,170000
OneFam,N,835,0,1,2,2010,83000
OneFam,Y,1662,0,2,3,2009,291000
OneFam,Y,1006,1040,2,3,2008,284000
OneFam,Y,1026,932,2,3,2008,250000
OneFam,Y,1660,0,2,3,2008,256000
OneFam,Y,1158,1285,2,4,2007,265000
OneFam,Y,871,941,2,3,2009,193000
OneFam,Y,1277,0,1,2,2007,167000
OneFam,N,725,499,1,3,2010,107500
OneFam,Y,1319,0,1,3,2009,123000
OneFam,Y,1668,0,2,3,2010,232000
OneFam,Y,1718,0,2,3,2009,297000
OneFam,Y,872,917,2,3,2008,223000
OneFam,Y,894,0,1,3,2010,128200
OneFam,Y,1494,0,2,3,2007,279500
OneFam,Y,1629,0,2,3,2009,284000
OneFam,Y,1646,0,2,3,2007,248900
OneFam,Y,1050,0,1,3,2006,136500
OneFam,Y,1479,0,2,3,2007,226000
OneFam,Y,827,834,2,3,2009,212000
OneFam,Y,1587,0,2,3,2007,167300
OneFam,Y,1054,1335,2,4,2006,298236
OneFam,Y,2129,743,2,4,2007,285000
OneFam,N,2136,0,2,4,2006,137900
OneFam,Y,1149,0,1,3,2009,127000
OneFam,Y,672,672,1,3,2009,147000
OneFam,Y,1867,0,1,2,2009,190000
OneFam,Y,1120,0,1,3,2009,148800
OneFam,Y,974,0,1,3,2007,93500
OneFam,Y,1252,0,1,3,2008,142000
OneFam,Y,1206,0,1,3,2010,108538
OneFam,Y,1095,844,2,3,2006,266000
OneFam,Y,1298,530,2,3,2007,250000
OneFam,Y,1093,0,2,3,2007,158500
OneFam,Y,1444,0,2,3,2009,203000
OneFam,Y,2063,0,2,3,2009,315000
OneFam,Y,1037,0,1,2,2007,129000
OneFam,Y,1001,640,2,4,2008,140000
OneFam,Y,1005,978,2,3,2009,225000
OneFam,Y,1437,0,2,3,2007,218000
OneFam,Y,866,902,2,3,2009,212000
Duplex,N,1832,0,2,4,2010,136000
Duplex,N,1768,0,2,4,2010,136500
OneFam,Y,1061,0,1,1,2009,162000
OneFam,Y,954,0,1,3,2006,132500
OneFam,Y,802,670,2,3,2007,160000
OneFam,Y,1108,1277,2,4,2007,252000
Duplex,Y,1296,0,2,2,2006,90000
OneFam,Y,1280,1215,2,4,2010,243500
OneFam,Y,780,840,2,4,2007,152000
Duplex,Y,1200,0,3,3,2009,179000
Duplex,Y,1200,0,3,3,2009,179000
OneFam,Y,966,686,2,4,2010,139000
OneFam,Y,676,676,2,4,2009,149000
OneFam,N,846,0,1,2,2009,106000
OneFam,Y,725,0,1,1,2009,78500
OneFam,Y,832,629,2,4,2009,133500
OneFam,Y,1050,1028,2,3,2008,339750
OneFam,Y,1548,1066,2,4,2008,240000
OneFam,Y,1313,1182,2,5,2008,184000
OneFam,Y,1052,0,1,3,2007,127000
OneFam,Y,968,0,2,4,2007,64500
OneFam,Y,751,783,1,3,2007,148000
OneFam,Y,1047,0,1,2,2007,100000
OneFam,Y,1576,978,1,3,2007,159500
OneFam,Y,1248,0,1,3,2006,151500
OneFam,Y,1130,0,1,2,2006,120000
OneFam,Y,1096,370,2,3,2006,170000
OneFam,Y,1773,0,2,3,2006,183000
OneFam,N,720,472,1,4,2006,135000
OneFam,N,880,888,1,2,2006,163000
OneFam,Y,1720,0,2,3,2009,332000
OneFam,Y,981,779,1,4,2006,80000
OneFam,Y,988,885,2,3,2007,235500
OneFam,Y,810,0,1,2,2006,130000
OneFam,Y,1260,0,2,3,2008,181900
OneFam,Y,1086,809,2,3,2008,194500
OneFam,Y,1254,182,1,3,2008,139000
OneFam,Y,926,678,2,3,2008,181000
OneFam,Y,1575,0,2,2,2008,284000
OneFam,Y,959,712,2,3,2006,173000
OneFam,Y,1624,0,1,2,2006,146500
OneFam,Y,1097,0,1,3,2009,145000
OneFam,Y,1531,0,2,2,2009,300000
Duplex,N,1296,1296,2,6,2007,150000
OneFam,Y,1058,493,2,3,2006,137000
OneFam,Y,972,0,1,3,2010,122500
Duplex,N,1224,0,2,2,2007,103000
OneFam,Y,689,703,1,3,2010,161750
OneFam,Y,1129,1198,2,4,2008,240000
OneFam,N,715,0,1,2,2006,68000
OneFam,Y,1276,804,1,3,2009,234000
OneFam,Y,1253,0,1,2,2008,157000
OneFam,Y,960,0,1,3,2007,94750
Duplex,Y,1678,0,2,6,2009,119900
OneFam,Y,1058,846,2,3,2006,275000
OneFam,Y,1671,0,2,3,2009,200000
OneFam,Y,728,728,2,3,2009,184000
OneFam,Y,1048,510,1,3,2008,140000
OneFam,Y,1680,0,1,1,2009,323262
OneFam,Y,1525,0,2,3,2007,206580
OneFam,Y,1504,0,2,3,2006,199000
OneFam,Y,1223,904,2,3,2008,271000
OneFam,Y,1064,0,1,2,2010,135000
OneFam,Y,948,0,1,2,2007,125000
OneFam,Y,1284,0,2,3,2007,174000
OneFam,Y,1026,0,1,3,2008,147000
OneFam,Y,945,864,2,3,2006,209700
OneFam,Y,1064,1061,2,4,2008,279500
OneFam,Y,1571,0,2,3,2007,239000
OneFam,Y,1844,0,2,2,2009,257000
OneFam,Y,984,620,2,3,2009,117000
OneFam,Y,1154,0,1,3,2009,154000
OneFam,Y,1533,639,2,4,2008,291000
OneFam,Y,997,1288,2,4,2007,248000
OneFam,Y,1178,0,1,3,2007,135000
OneFam,Y,1411,1171,2,4,2007,322500
OneFam,Y,1026,981,2,3,2009,310000
OneFam,Y,1308,568,2,3,2006,229800
OneFam,Y,1400,0,2,3,2006,186800
OneFam,Y,1827,959,2,4,2008,372500
OneFam,Y,1520,1306,2,3,2006,334000
OneFam,Y,1293,0,2,2,2006,149900
OneFam,Y,1414,0,1,3,2008,176500
OneFam,Y,1512,1142,2,4,2006,250000
OneFam,Y,1258,0,2,3,2008,145000
OneFam,Y,897,439,1,3,2006,108000
OneFam,Y,1234,0,2,3,2008,179900
OneFam,Y,1036,880,2,3,2010,254900
OneFam,Y,1193,0,2,3,2009,158000
OneFam,Y,1476,677,2,3,2009,313000
OneFam,Y,1740,0,1,4,2008,150000
OneFam,Y,910,910,2,3,2008,213000
OneFam,Y,1005,0,1,2,2006,133500
OneFam,Y,1564,0,2,3,2008,218836
OneFam,Y,1164,1150,2,3,2006,229000
OneFam,Y,1120,850,2,3,2006,281000
OneFam,Y,640,0,1,1,2007,68104
OneFam,Y,608,788,2,3,2009,170000
Duplex,Y,1959,0,3,5,2006,171000
OneFam,Y,1595,0,2,2,2009,152000
Duplex,Y,1728,0,2,6,2008,145000
OneFam,Y,1092,1020,2,4,2008,206900
OneFam,Y,1168,800,2,4,2008,172000
OneFam,Y,1522,0,2,3,2007,182000
OneFam,Y,1210,0,2,3,2006,148000
OneFam,Y,744,630,2,3,2007,175000
OneFam,Y,1707,0,2,3,2009,184000
OneFam,Y,1358,0,1,1,2006,220000
OneFam,Y,1656,0,2,3,2007,249700
OneFam,Y,930,0,1,2,2010,84900
OneFam,N,1080,400,1,4,2007,136500
OneFam,Y,728,728,2,3,2007,155835
OneFam,Y,1427,0,2,4,2008,183000
OneFam,Y,965,0,1,2,2010,159000
OneFam,Y,1232,0,2,3,2008,162500
OneFam,Y,2490,0,2,2,2009,468000
OneFam,Y,1402,823,2,4,2010,285000
Duplex,Y,1921,0,2,4,2006,150000
OneFam,Y,1580,886,3,4,2007,340000
OneFam,Y,1717,0,2,3,2009,255500
OneFam,Y,2110,0,2,3,2010,244000
OneFam,Y,1492,0,2,3,2009,201000
OneFam,Y,1298,1216,2,4,2006,250000
OneFam,Y,1316,0,2,3,2007,200141
OneFam,Y,918,765,2,3,2009,172500
OneFam,Y,932,701,2,3,2008,183000
OneFam,Y,1696,0,2,3,2009,275000
OneFam,Y,1454,482,2,3,2006,230500
OneFam,Y,1134,1370,2,4,2008,325000
OneFam,Y,1298,0,2,3,2010,114000
OneFam,Y,1040,0,1,3,2008,129500
OneFam,Y,1298,0,2,3,2006,180000
OneFam,Y,1440,0,2,3,2008,232500
OneFam,Y,802,709,2,3,2006,185000
OneFam,Y,1614,0,2,3,2006,221500
OneFam,Y,956,930,2,4,2006,199900
OneFam,Y,1489,0,2,3,2006,232600
OneFam,Y,1055,790,2,3,2010,189000
OneFam,Y,720,720,1,4,2010,163000
OneFam,Y,1080,1017,2,3,2008,228000
OneFam,Y,1075,0,1,3,2008,148000
OneFam,Y,1452,0,1,2,2007,158450
OneFam,Y,1382,0,1,3,2006,148000
OneFam,Y,1004,0,1,2,2010,149000
OneFam,Y,1668,0,2,3,2007,285000
OneFam,Y,1200,0,2,3,2007,177500
OneFam,Y,1104,684,1,5,2009,161500
OneFam,Y,944,926,2,3,2009,211000
OneFam,Y,920,866,2,3,2008,223500
OneFam,Y,1149,1141,2,4,2008,255900
OneFam,Y,1208,0,1,3,2006,165000
OneFam,Y,1070,869,2,3,2006,227000
OneFam,Y,950,1045,2,4,2006,237000
OneFam,Y,1898,1080,2,5,2010,242000
OneFam,Y,1096,895,1,3,2007,220000
OneFam,Y,1175,807,2,3,2007,228500
OneFam,Y,1826,0,2,3,2006,319000
OneFam,Y,1922,0,2,2,2007,282000
OneFam,Y,1130,1054,2,3,2009,335000
OneFam,Y,1375,0,1,2,2006,140000
OneFam,Y,824,1070,2,4,2010,214900
OneFam,Y,840,828,2,3,2007,180000
OneFam,Y,1064,0,1,3,2006,153600
OneFam,Y,1118,0,1,3,2008,153000
OneFam,Y,1062,0,1,3,2007,146800
OneFam,Y,1085,845,2,4,2007,192000
OneFam,N,723,363,1,2,2008,55000
OneFam,Y,1200,0,1,4,2006,125000
OneFam,Y,1392,0,1,3,2010,121500
OneFam,Y,874,650,1,3,2007,144000
Duplex,Y,928,992,2,4,2007,137000
OneFam,Y,1673,0,2,3,2007,270000
OneFam,Y,1312,0,1,3,2008,186000
OneFam,Y,1610,0,2,3,2007,185000
OneFam,Y,1523,0,2,3,2008,180000
OneFam,Y,1836,0,2,3,2009,280000
OneFam,Y,1091,898,2,3,2006,255000
OneFam,Y,1299,0,1,3,2007,150000
OneFam,Y,1128,0,1,2,2010,178000
OneFam,Y,1374,0,1,3,2007,147000
OneFam,N,1055,218,1,3,2006,121000
OneFam,Y,1856,0,1,1,2010,394432
OneFam,Y,2633,0,2,2,2007,466500
OneFam,Y,1153,878,2,3,2008,222500
OneFam,Y,1148,568,1,3,2009,131000
OneFam,N,1136,883,1,3,2009,167500
OneFam,Y,801,726,1,3,2009,152500
OneFam,Y,1838,0,2,3,2009,272500
OneFam,Y,1601,0,2,3,2010,272000
OneFam,Y,1008,0,1,2,2006,137000
OneFam,Y,1362,720,2,3,2008,200000
OneFam,Y,1634,0,2,3,2007,250000
OneFam,Y,792,725,1,3,2006,230000
OneFam,Y,2028,0,2,2,2006,369900
OneFam,Y,1964,0,2,3,2008,370000
OneFam,Y,1728,0,2,3,2008,298751
OneFam,Y,1511,0,2,3,2008,225000
OneFam,Y,1412,0,2,3,2009,175000
Duplex,Y,1776,0,2,4,2009,110000
OneFam,Y,1576,0,1,4,2009,174500
OneFam,Y,811,741,2,3,2006,179900
OneFam,Y,1704,0,2,3,2010,306000
OneFam,Y,1074,0,1,3,2010,144500
OneFam,Y,913,1209,2,4,2009,220000
Duplex,Y,1680,0,2,4,2007,136905
OneFam,Y,1040,0,1,3,2009,163000
OneFam,N,845,0,1,3,2009,84000
OneFam,Y,1643,0,2,2,2008,195000
OneFam,Y,1020,1037,1,3,2006,250000
OneFam,Y,1357,0,1,2,2008,177000
OneFam,N,943,0,1,3,2007,80000
OneFam,Y,1698,0,2,3,2010,275000
OneFam,Y,1423,748,2,3,2008,191000
OneFam,Y,1159,0,1,3,2006,158000
OneFam,Y,882,0,1,2,2008,116000
OneFam,Y,1154,0,1,3,2007,142000
OneFam,Y,1537,0,2,3,2008,294000
OneFam,Y,1838,0,2,3,2006,359900
OneFam,Y,1736,0,2,3,2009,360000
OneFam,Y,1040,685,2,3,2007,197000
Duplex,Y,1105,1169,2,5,2010,154300
OneFam,Y,1383,0,1,3,2006,145250
OneFam,Y,1180,0,1,2,2006,137500
OneFam,Y,1040,1040,1,5,2007,135000
OneFam,Y,920,900,2,3,2007,191750
OneFam,Y,672,714,2,3,2010,158900
OneFam,Y,1092,0,1,3,2009,139000
OneFam,Y,896,0,1,2,2010,105000
OneFam,Y,1052,0,1,3,2009,113500
OneFam,Y,816,0,1,2,2007,139000
OneFam,Y,1052,1321,2,4,2006,258000
OneFam,Y,1428,0,2,3,2008,182000
Duplex,Y,1338,1296,2,6,2009,200000
OneFam,Y,1544,814,2,4,2006,329900
OneFam,Y,1498,0,2,3,2009,237000
OneFam,Y,1734,0,2,3,2006,260000
OneFam,Y,1590,0,2,2,2006,294900
OneFam,Y,860,860,2,3,2006,196500
OneFam,Y,704,718,2,3,2009,173000
OneFam,Y,1472,0,2,2,2006,157500
OneFam,Y,1326,0,2,3,2006,174190
OneFam,Y,1611,0,2,3,2009,250000
OneFam,Y,1082,0,1,2,2007,119200
OneFam,Y,1905,0,2,3,2007,320000
OneFam,Y,816,0,1,2,2006,109000
OneFam,Y,2006,0,2,2,2008,350000
OneFam,Y,1040,0,1,3,2007,123000
OneFam,Y,1560,0,2,3,2006,182000
OneFam,Y,886,878,2,3,2008,207000
OneFam,Y,1215,1017,2,3,2009,263550
OneFam,Y,1828,0,2,3,2007,314813
OneFam,Y,829,727,1,4,2009,154000
OneFam,N,1320,1320,1,4,2009,265979
